,title,author,count,asin_list,narrator_count,narrator_list
8592,How to Create the Perfect Wife,Wendy Moore,2,"['B00AZZY6TQ', 'B00D261QM0']",2,"['Angele Masters', 'Daniel Pirrie']"
8593,The Peloponnesian War,Thucydides,2,"['B071Z151CV', 'B009DJMB7Y']",2,"['David McCallion', 'Charlton Griffin']"
8594,Crocodile on the Sandbank,Elizabeth Peters,2,"['B002V0QUX8', 'B002UZMZT2']",2,"['Barbara Rosenblat', ""Susan O'Malley""]"
8595,The Pearler's Wife,Roxane Dhand,2,"['B07BMZTM9X', 'B07B3HMPNP']",2,"['Madeleine Hyland', 'Jane Bayly']"
8597,How to Catch a Russian Spy,"Naveed Jamali, Ellis Henican",2,"['B00XWTGHJE', 'B0145OHNDI']",2,"['Kirby Heyborne', 'William Hope']"
8606,Cross and Burn,Val McDermid,2,"['B00FZ35PJ8', 'B00FFC4J5K']",2,"['Saul Reichlin', 'Gerald Doyle']"
8607,The Accusers,Lindsey Davis,2,"['B01MS7EB63', 'B002V8ODRK']",2,"['Jamie Glover', 'Simon Prebble']"
8612,How to Be a Tudor,Ruth Goodman,2,"['B01B6O4ZHC', 'B01LBL8QKM']",2,"['Patience Tomlinson', 'Heather Wilds']"
8615,The Patient,Michael Palmer,2,"['B007XXE7PG', 'B002V8LBG6']",2,"['Lisa Harrow', 'Michael Kramer']"
8616,The Patience of the Spider,Andrea Camilleri,2,"['B003DN5CNQ', 'B071JW2V4P']",2,"['Grover Gardner', 'Mark Meadows']"
8619,How We Think,John Dewey,2,"['B07NVR6VGN', 'B00DZXRJFI']",2,"['Helen Smith', 'Tim Lundeen']"
8620,How We Learn,Benedict Carey,2,"['B00M22DEDO', 'B00NB3BKC0']",2,"['Steve Kramer', 'Jeff Harding']"
8621,The Paper Moon,Andrea Camilleri,2,"['B003WYXVRK', 'B071WT3RPN']",2,"['Grover Gardner', 'Mark Meadows']"
8625,The Age of Sacred Terror,"Daniel Benjamin, Steven Simon",2,"['B002V0TLXY', 'B002V0TFX0']",2,"['Philip Bosco', 'Jonathan Marosz']"
8630,The Outsider,Jimmy Connors,2,"['B00CICHG6Y', 'B00CUF6F3E']",2,"['Rich Orlow', 'Richard Orlow']"
8634,The Outcasts of Time,Ian Mortimer,2,"['B071GVFJP1', 'B078JGNHXK']",2,"['James Cameron Stewart', 'Barnaby Edwards']"
8638,The Outcast,Taran Matharu,2,"['B07BRB89C3', 'B07BR1BHGR']",2,"['Ralph Lister', 'Dominic Thorburn']"
8646,The Other Side of the Story,Marian Keyes,2,"['B002V8N6U0', 'B0036KVB7M']",2,"['Terry Donnelly', 'Gerri Halligan']"
8647,The Other Side of Silence,Philip Kerr,2,"['B01DE7GMLG', 'B01AAXYJCG']",2,"['Jeff Harding', 'John Lee']"
8651,The Age of Reinvention,Karine Tuil,2,"['B017Y3PSRA', 'B0184IGHFG']",2,"['George Newburn', 'George Newbern']"
8653,How It All Began,Penelope Lively,2,"['B006PJ57PI', 'B007FUCZHE']",2,"['Anna Bentinck', 'Katherine Kellgren']"
8658,Cry for the Strangers,John Saul,2,"['B01MYGU4S7', 'B002V8LB52']",2,"['Mel Foster', 'Patrick Lawlor']"
8659,The Afghan,Frederick Forsyth,2,"['B002V011AK', 'B002V1BN70']",2,"['Robert Powell', 'Steven Crossley']"
8661,The After House,Mary Roberts Rinehart,2,"['B002UZZ2ZG', 'B002V5J61Q']",2,"['Kristen Underwood', 'Jim Killavey']"
8665,The Pale Criminal,Philip Kerr,2,"['B002V0AGE2', 'B002UZMLNC']",2,"['John Lee', 'Jeff Harding']"
8669,The Painted Veil,W. Somerset Maugham,2,"['B002V1C4VY', 'B002V8H4R6']",2,"['Kate Reading', 'Sophie Ward']"
8672,The Age of Doubt,Andrea Camilleri,2,"['B00845TA2M', 'B071G6C8S7']",2,"['Grover Gardner', 'Mark Meadows']"
8676,The Pact,Jodi Picoult,2,"['B002V1NQUC', 'B0032NAFIO']",2,"['Megan Dodds', 'George Guidall']"
8677,Cuba,Stephen Coonts,2,"['B00J7T68FG', 'B002UOZCWA']",2,"['Richard Gilliland', 'Benjamin L. Darcie']"
8681,The Shipping News,Annie Proulx,2,"['B002VACGRW', 'B004XNN7D2']",2,"['Robert Joy', 'Paul Hecht']"
8682,The Templars' Last Secret,Martin Walker,2,"['B0721QSJ3G', 'B07255QYV1']",2,"['Peter Noble', 'Robert Ian Mackenzie']"
8697,Past Imperfect,Julian Fellowes,2,"['B002V5BG9G', 'B0032N4MP6']",2,"['Richard Morant', 'Julian Fellowes']"
8698,Wrongful Death,Lynda La Plante,2,"['B00RV3T72Q', 'B00GR5DXNI']",2,"['Kim Hicks', 'Rebecca Egan']"
8701,One Man's Flag,David Downing,2,"['B017DUSR5Y', 'B07BH4MSQH']",2,"['Andrew Cullum', 'Robert Ian Mackenzie']"
8702,Past Reason Hated,Peter Robinson,2,"['B004H2MTDI', 'B078Z411DD']",2,"['Simon Slater', 'James Langton']"
8705,We Were the Mulvaneys,Joyce Carol Oates,2,"['B002V5D51I', 'B0047UYO5Q']",2,"['J. Todd Adams', 'Scott Shina']"
8710,"Rabbit, Run",John Updike,2,"['B002V57RQ2', 'B01097JAFY']",2,"['William Hope', 'Arthur Morey']"
8711,A Boy in Winter,Rachel Seiffert,2,"['B073XS563G', 'B06Y1JFDF3']",2,"['Mark Deakins', 'Jilly Bond']"
8714,Rabbit Redux,John Updike,2,"['B002V02RDA', 'B010I4M5PK']",2,"['William Hope', 'Arthur Morey']"
8716,Rabbit Is Rich,John Updike,2,"['B002V5CQ72', 'B010I36W5U']",2,"['William Hope', 'Arthur Morey']"
8719,X,Sue Grafton,2,"['B00XP2SX1I', 'B018INR8K0']",2,"['Judy Kaye', 'Liza Ross']"
8720,Passion Unleashed,Larissa Ione,2,"['B004T4KMLA', 'B004QJOE26']",2,"['Renée Raudman', 'Renee Raudman']"
8723,A Breath After Drowning,Alice Blanchard,2,"['B07BZRGQVS', 'B07D18DQ7L']",2,"['Hillary Huber', 'Katherine Fenton']"
8728,On the Beach,Nevil Shute,2,"['B003KS5PUO', 'B005WXO484']",2,"['James Smillie', 'Simon Prebble']"
8732,A Captain's Duty,"Richard Phillips, Stephan Talty",2,"['B003IQNLLI', 'B00GHR6P8G']",2,"['George Wilson', 'George K. Wilson']"
8740,One Fifth Avenue,Candace Bushnell,2,"['B002V0QTHU', 'B0032IMCGC']",2,"['Carrington MacDuffie', 'Donna Murphy']"
8741,Quiet Girls Can Run the World,Rebecca Holman,2,"['B071H9ZRC6', '052564265X']",2,"['Heather Long', 'Marisa Calin']"
8745,One Fatal Mistake,Tom Hunt,2,"['B07L6NPFHS', '1409192342']",2,"['Katherine Fenton', 'Erin Bennett']"
8748,One False Move,Harlan Coben,2,"['B002V8KKIG', 'B0032NAA5M']",2,"['Jonathan Marosz', 'Tim Machin']"
8753,Pastoral,Nevil Shute,2,"['B005X97IF8', 'B00BG9UQFI']",2,"['Roger Davis', 'Frank Muller']"
8765,A Burnable Book,Bruce Holsinger,2,"['B00HZSMM5Q', 'B00I0WZUXC']",2,"['Simon Vance', 'Tim Bruce']"
8771,One Night in Winter,Simon Sebag Montefiore,2,"['B00JJXU0IQ', 'B00EZSV7VE']",2,"['Simon Slater', 'Simon Prebble']"
8775,Parisians,Graham Robb,2,"['B003JUXOU6', 'B079VNCVY2']",2,"['Saul Reichlin', 'Simon Vance']"
8778,Park Lane,Frances Osborne,2,"['B009OIVXFA', 'B0085XRPPW']",2,"['Jane Collingwood', 'Susan Duerden']"
8779,We Didn't Mean to Go to Sea,Arthur Ransome,2,"['B002V9Z8QY', 'B00DTV6ULA']",2,"['Gareth Armstrong', 'Alison Larkin']"
8784,Parkland,Vincent Bugliosi,2,"['B00EZ8B5OI', 'B00EQERYDM']",2,"['Edward Herrmann', 'George Newbern']"
8785,One Virgin Too Many,Lindsey Davis,2,"['B01I5O98A0', 'B00SXI1XI4']",2,"['Simon Prebble', 'Gordon Griffin']"
8787,A Better Man,Leah McLaren,2,"['B00ZSP5NIG', 'B01IRS49V2']",2,"['Andy Cresswell', 'Eva Kaminsky']"
8794,A Beautiful Place to Die,Malla Nunn,2,"['B002V5A2BY', 'B002V0QVEG']",2,"['Saul Reichlin', 'Humphrey Bower']"
8797,We Begin Our Ascent,Joe Mungo Reed,2,"['B0798Y9NS7', 'B07D3D3GVQ']",2,"['Matthew Lloyd Davies', 'Joseph Tweedale']"
8798,One of Ours,Willa Cather,2,"['B07SR628P7', 'B002V1NWCE']",2,"['Kristen Underwood', 'Louis B. Jack']"
8803,Yiddish for Pirates,Gary Barwin,2,"['B075LN1LRV', 'B06XY3DR2W']",2,"['Keith Cinicol', 'Peter Berkrot']"
8807,A Beautiful Mind,Sylvia Nasar,2,"['B002VAEJ36', 'B002V57PIC']",2,"['Anna Fields', 'Edward Herrmann']"
8809,A Banquet of Consequences,Elizabeth George,2,"['B0143R3278', 'B00YNFSJGK']",2,"['Julie Teal', 'John Lee']"
8810,Radical,Maajid Nawaz,2,"['B01BHBPL6I', 'B01N3QD2ZX']",2,"['Maajid Nawaz', 'David Linski']"
8811,Paris by the Book,Liam Callanan,2,"['B07BNV7HJT', 'B07B4L4BZD']",2,"['Isabella Inchbald', 'Kim Bubbs']"
8814,A Beautiful Corpse,Christi Daugherty,2,"['1250318270', '0008238855']",2,"['Regina Reagan', 'Sophie Amoss']"
8815,One Wish,Michelle Harrison,2,"['B01A60MXHQ', '1471176940']",2,"['Nicky Diss', 'Jayne Entwistle']"
8822,A Blade of Black Steel,Alex Marshall,2,"['B01FKD0NZI', 'B01CYTOQ90']",2,"['Angèle Masters', 'Angele Masters']"
8824,Party Girls Die in Pearls,Plum Sykes,2,"['B06WV8L39Z', 'B06XXNK31V']",2,"['Moira Quirk', 'Sarah Winter']"
8826,We Own the Sky,Luke Allnutt,2,"['B078YD31Y3', 'B076FFZPKS']",2,"['Will M. Watt', 'Jack Hawkins']"
8828,Race for the Dying,Steven F. Havill,2,"['B0036JVNBC', 'B00IJG4GJ8']",2,"['Chris Andrew Ciulla', 'John Pruden']"
8829,We Need to Talk About Kevin,Lionel Shriver,2,"['B006OCAK2G', 'B0032N8UHW']",2,"['Lorelei King', 'Coleen Marlo']"
8847,Year of the Tiger,Jack Higgins,2,"['B004Q7G4AS', '0008358850']",2,"['Greg Wagland', 'Michael Page']"
8848,Year of the Griffin,Diana Wynne Jones,2,"['1977380557', 'B00HNCMT70']",2,"['Gemma Dawson', 'Jonathan Broadbent']"
8850,Rachel's Holiday,Marian Keyes,2,"['B002VA8MAM', 'B0032EE2LE']",2,"['Gerri Halligan', 'Anne Flosnik']"
8864,Peak,"Robert Pool, Anders Ericsson",2,"['B01F4D6XKI', 'B01F4A9EFW']",2,"['Geoffrey Beevers', 'Sean Runnette']"
8865,A Conspiracy of Alchemists,Liesel Schwarz,2,"['B00EPFZ5GU', 'B00BC197I2']",2,"['Amy McFadden', 'Clare Corbett']"
8866,A Conspiracy of Friends,Alexander McCall Smith,2,"['B007W4YQUM', 'B004XWDZYY']",2,"['Andrew Sachs', 'Simon Prebble']"
8875,"On, Off",Colleen McCullough,2,"['B002UZQXRC', 'B002V8MUDO']",2,"['Betty Bobbitt', 'Lewis Grenville']"
8876,Mystical Paths,Susan Howatch,2,"['B002V08CK2', 'B002VACHGM']",2,"['Roe Kendall', 'Glen McCready']"
8883,Peak,Chip Conley,2,"['B079YF159W', 'B002V8MN5O']",2,"['Brian Sutherland', 'Chip Conley']"
8891,A Comedian Dies,Simon Brett,2,"['B002V1OB92', 'B0073WB0YS']",2,"['Frederick Davidson', 'Simon Brett']"
8896,A Connecticut Yankee In King Arthur's Court,Mark Twain,2,"['B002V0PPXY', 'B07BBRTCFN']",2,"['Richard Henzel', 'John Greenman']"
8902,Welcome to Lagos,Chibundu Onuzo,2,"['B07DLCX9KB', 'B07CBN2N2P']",2,"['Weruche Opia', 'Robin Miles']"
8905,A Country Doctor,Sarah Orne Jewett,2,"['B002V1CLPS', 'B002V8H5YI']",2,"['Laurie Klein', 'Kate Reading']"
8909,A Crown for Cold Silver,Alex Marshall,2,"['B00VMY9MHK', 'B00VAL6IRM']",2,"['Angèle Masters', 'Angele Masters']"
8910,A Crown of Dragons,Chris d'Lacey,2,"['B01DJIHZBG', 'B01NCQP0FA']",2,"['Andy Creswell', 'Raphael Corkhill']"
8911,West with the Night,Beryl Markham,2,"['B002V8H2VY', 'B002V57OSI']",2,"['Anna Fields', 'Julie Harris']"
8915,A Year in the World,Frances Mayes,2,"['B002V0K0ZC', 'B002VAEZZI']",2,"['Cassandra Campbell', 'Frances Mayes']"
8918,West Winging It,Pat Cunnane,2,"['B079YWKT21', 'B07C82C7HZ']",2,"['Pat Cunanne', 'Pat Cunnane']"
8921,A Writer's Life,Gay Talese,2,"['B002V8OEI8', 'B002V19Y5S']",2,"['Gay Talese', 'Arthur Morey']"
8924,Wetlands,Charlotte Roche,2,"['B0036GTKI8', 'B00LPRRAQO']",2,"['Emilia Fox', 'Pippa Jayne']"
8927,Pellucidar,Edgar Rice Burroughs,2,"['B06ZYC1KWG', 'B002V1OVFQ']",2,"['Patrick Lawlor', 'Arthur Vincet']"
8933,Queen Lucia,E. F. Benson,2,"['160646308X', 'B002V5CUGO']",2,"['Flo Gibson', 'Nadia May']"
8935,Mythology,Kelly Mass,2,"['B0874BQ429', 'B0843V7X2J']",2,"['Miriam Webster', 'Kaan Akyol']"
8939,On the Road,Jack Kerouac,2,"['B002UZMS58', 'B002V5A2Y6']",2,"['Will Patton', 'Matt Dillon']"
8940,On the Nature of Things,Lucretius,2,"['B002UZX528', 'B004LNVKO2']",2,"['Charlton Griffin', 'Hugh Ross']"
8941,Work Like Any Other,Virginia Reeves,2,"['B01BNWUOYU', 'B01JPCCSRQ']",2,"['Jeff Harding', 'Dan John Miller']"
8943,On the Principles of Political Economy and Taxation,David Ricardo,2,"['B07QM2WW7P', 'B07JQ5K7X9']",2,"['Matthew Lloyd Davies', 'Dominic Page']"
8946,Wessex Tales,Thomas Hardy,2,"['B07Q2NJFWD', 'B0087WRAXS']",2,"['Neville Jason', 'Steven Green']"
8949,A Colorful Life,Melissa Storm,2,"['B06XWHB1S5', 'B01BDEUFQ0']",2,"['Ann Richardson', 'Ann M. Richardson']"
8956,One Corpse Too Many,Ellis Peters,2,"['B0063J7WOY', 'B0036MUHIO']",2,"['Stephen Thorne', 'Patrick Tull']"
8960,Paul,N. T. Wright,2,"['B078XMTK58', 'B002V8N54M']",2,"['Simon Vance', 'James Langton']"
8964,Wedlock,Wendy Moore,2,"['B003CT0ST4', 'B00ZYK8XWI']",2,"['Rebecca Hall', 'Rachel Atkins']"
8969,Wednesday's Child,Peter Robinson,2,"['B004L755CG', 'B07BL51TCQ']",2,"['Simon Slater', 'James Langton']"
8975,Patriot Games,Tom Clancy,2,"['B004KAPD4Y', 'B00I0G84HC']",2,"['Scott Brick', 'Michael Prichard']"
8984,A Certain Justice,P. D. James,2,"['B00AWTI0II', 'B00VAMWRSA']",2,"['Daniel Weyman', 'Penelope Dellaporta']"
8998,Once a Liar,A.F. Brady,2,"['B07KWBCYTW', 'B07L5YC85J']",2,"['Adam Verner', 'Adam Werner']"
9003,A Cold Day in Paradise,Steve Hamilton,2,"['B013V2RLFA', 'B0036GRHYC']",2,"['Nick Sullivan', 'Dan John Miller']"
9005,A Cold Legacy,Megan Shepherd,2,"['B00REUEF6E', 'B00SLW8U56']",2,"['Julie Teal', 'Lucy Rayner']"
9006,Payback Time,Phil Town,2,"['B0039Y3RC2', 'B0037BV7MY']",2,"['Marc Cashman', 'Phil Town']"
9009,Mysteries of the Middle Ages,Thomas Cahill,2,"['B002V0K75A', 'B002V8OEMO']",2,"['John Lee', 'Thomas Cahill']"
9013,Payment in Blood,Elizabeth George,2,"['B00G2RJOUW', '198488252X']",2,"['Davina Porter', 'Donada Peters']"
9015,Queen of the Underworld,Gail Godwin,2,"['B0036IOY1E', 'B002V8MUU2']",2,"['Stephanie Zimbalist', 'Carrington Macduffie']"
9017,A Closed and Common Orbit,Becky Chambers,2,"['B01HIXMC7K', '0062969560']",2,"['Patricia Rodriguez', 'Rachel Dulude']"
9021,Worth the Fighting For,"John McCain, Mark Salter",2,"['B01IO300BI', 'B002V8LI8W']",2,"['Dan Cashman', 'John McCain']"
9028,My Ántonia,Willa Cather,2,"['B00S7261L0', '1781983178']",2,"['Robert G. Slade', 'David Colacci']"
9030,Worst Fears Realized,Stuart Woods,2,"['B002V018ZI', 'B002VACR9O']",2,"['Richard Ferrone', 'Tony Roberts']"
9037,A Clockwork Heart,Liesel Schwarz,2,"['B00FMA8CEY', 'B00E9A0SRM']",2,"['Amy McFadden', 'Clare Corbett']"
9041,1984,George Orwell,2,"['B002V19RO6', 'B087QNCZLF']",2,"['Simon Prebble', 'Adriel Brandt']"
9045,20th Century Ghosts,Joe Hill,2,"['B0036KRFBI', 'B079Y8NB7D']",2,"['David LeDoux', 'David Ledoux']"
9047,Ordinary,Michael Horton,2,"['B00XLZ3RJW', 'B07DDPKRHH']",2,"['Michael Horton', 'Chris Ciulla']"
9050,Order to Kill,"Vince Flynn, Kyle Mills",2,"['B01FCY3W12', 'B01FCXH3BI']",2,"['Armand Schultz', 'George Guidall']"
9057,212,Alafair Burke,2,"['B003G5GV4A', '0062975609']",2,"['Madeleine Maby', 'Eliza Foss']"
9059,22 Britannia Road,Amanda Hodgkinson,2,"['B004W90H5I', 'B005OCXBTG']",2,"['Sandra Duncan', 'Robin Sachs']"
9064,2 States,Chetan Bhagat,2,"['B01C9D14M8', 'B07KB5T2VQ']",2,"['Siddhanta Pinto', 'Sartaj Garewal']"
9065,1st to Die,James Patterson,2,"['B002V5J47W', 'B007XHN3JS']",2,"['Pat Star', 'Suzanne Toren']"
9082,Orfeo,Richard Powers,2,"['B00HHBSH8C', 'B00PCSHGAW']",2,"['William Roberts', 'Christopher Hurt']"
9090,Wars of the Roses: Bloodline,Conn Iggulden,2,"['B01HH494EY', 'B015777DTG']",2,"['John Curless', 'Roy McMillan']"
9099,Young Stalin,Simon Sebag Montefiore,2,"['B002V5BPJ2', 'B0032N2UXW']",2,"['James Adams', 'Sean Barrett']"
9104,Option B,"Sheryl Sandberg, Adam Grant",2,"['B06WRSP9B1', 'B06Y191PJ9']",2,"['Ms Elisa Donovan', 'Elisa Donovan']"
9107,Rammer Jammer Yellow Hammer,Warren St. John,2,"['B002UZL8X6', 'B002V59S4Q']",2,"['Warren St. John', 'Michael Kramer']"
9109,Orchid Beach,Stuart Woods,2,"['B01DMTPQFY', 'B002V0KRZ0']",2,"['Cassandra Campbell', 'Debra Monk']"
9111,24 Hours,Greg Iles,2,"['B002VA8GSK', 'B00MJCJBMK']",2,"['Jennifer Woodward', 'Dick Hill']"
9136,Warlock,Wilbur Smith,2,"['B07JZCFHWH', 'B002V5IZ8G']",2,"['Mark Meadows', 'Dick Hill']"
9149,17 Carnations,Andrew Morton,2,"['B00U1S19RO', 'B015YO4JOY']",2,"['Cameron Stewart', 'James Langton']"
9152,Murphy's Law,Rhys Bowen,2,"['B00GR98DAM', 'B00OL6A8S8']",2,"['Lara Hutchinson', 'Nicola Barber']"
9153,Rasputin's Shadow,Raymond Khoury,2,"['B00FGYVPR2', 'B01GGCX6F6']",2,"['Richard Ferrone', 'Jeff Harding']"
9169,Rasputin,Douglas Smith,2,"['B01N75BAHJ', 'B01MEEWKHT']",2,"['P. J. Ochlan', 'PJ Ochlan']"
9178,Warren Beatty,Suzanne Finstad,2,"['B002V8KW7A', 'B002V8KSVA']",2,"['Suzanne Finstad', 'Dylan Baker']"
9179,Original Skin,David Mark,2,"['B00CRM1ZB2', 'B00GP18SMA']",2,"['John Curless', 'Toby Longworth']"
9181,1946,Victor Sebestyen,2,"['B017J4OMQM', 'B00WIQ5JIM']",2,"['Derek Perkins', 'Cameron Stewart']"
9196,Overture to Death,Ngaio Marsh,2,"['B015G123K2', 'B005KBQUKS']",2,"['Wanda McCaddon', 'Ric Jerrom']"
9200,Orley Farm,Anthony Trollope,2,"['B00B03ZTRK', 'B07P1BDZNB']",2,"['Flo Gibson', 'Francis Reed']"
9217,Washington,Ron Chernow,2,"['B0044EMDEO', 'B0045F4CBY']",2,"['Edward Herrmann', 'Scott Brick']"
9219,Open Your Eyes,Paula Daly,2,"['B07HHFW99D', 'B07DJQ84VL']",2,"['Julie Maisey', 'Emma Fenney']"
9221,You Can't Hide,Karen Rose,2,"['B002V1NZ94', 'B0089M2A2C']",2,"['Anna Fields', 'Tara Ward']"
9226,Paradise House,Erica James,2,"['B00B9EJGRO', 'B0032N8VTE']",2,"['Shirley King', 'Jenny Agutter']"
9228,Only the Innocent,Rachel Abbott,2,"['B00B1VI5OU', 'B00EAW053Q']",2,"['Peter Wickham', 'Sarah Coomes']"
9230,Paradise Lost & Paradise Regained,John Milton,2,"['B002V9ZG84', 'B075TJVHQV']",2,"['Philippe Duquenoy', 'Charlton Griffin']"
9235,You Can Achieve More,Shiv Khera,2,"['B07RYBLF3Q', 'B07LH676T5']",2,"['Susheel Kumar', 'Siddhanta Pinto']"
9247,Paper Ghosts,Julia Heaberlin,2,"['B07B4JK7BC', 'B077TLL7CP']",2,"['Catherine Taber', 'Antonia Campbell-Hughes']"
9256,Parade's End,Ford Madox Ford,2,"['B008O88SUO', '0241434262']",2,"['Steven Crossley', 'Bill Nighy']"
9257,Raging Star,Moira Young,2,"['B00JS9JCPS', 'B00JMRIY50']",2,"['Heather Lind', 'Moira Young']"
9260,59 Seconds,Richard Wiseman,2,"['B002ZF1X7M', 'B01LO9QDTM']",2,"['Jonathan Cowley', 'Peter Noble']"
9274,We Are All Completely Beside Ourselves,Karen Joy Fowler,2,"['B00CWKHXE2', 'B00KZ1YFZA']",2,"['Orlagh Cassidy', 'Katharine Mangold']"
9276,Radical Son,David Horowitz,2,"['B002V8DJYS', 'B002V1BPSC']",2,"['Jonathan Marosz', 'Jeff Riggenbach']"
9277,We Are Not Such Things,Justine van der Leun,2,"['B01JGY7ZQ2', 'B01H5ZPBI8']",2,"['Laurel Lefkow', 'Erin Bennett']"
9278,Parenting from the Inside Out,"Daniel J. Siegel, Mary Hartzell",2,"['B07N94Q6B7', 'B00H268WYG']",2,"['Daniel J. Siegel', 'Daniel J Siegel']"
9281,My Life in France,"Julia Child, Alex Prud'Homme",2,"['B002VAGOE8', 'B002V8HA3E']",2,"['Flo Salant Greenberg', 'Kimberly Farr']"
9285,You Belong to Me,Karen Rose,2,"['B005401WO4', 'B0089OKSVK']",2,"['Liza Ross', 'Marguerite Gavin']"
9295,Paranoia,Joseph Finder,2,"['B002UZDTN8', 'B004Y5BKU6']",2,"['Scott Brick', 'Jason Priestley']"
9299,We All Fall Down,Michael Harvey,2,"['B005B1PAFI', 'B007IUIB60']",2,"['John Chancer', 'Stephen Hoye']"
9304,Only Child,Rhiannon Navin,2,"['B077BFKLNQ', 'B076MGXGVK']",2,"['Kivlighan de Montebello', 'Kivlighan De Montebello']"
9310,Raising Boys in the 21st Century,Steve Biddulph,2,"['1760852120', 'B07DM6FDMX']",2,"['Damien Warren-Smith', 'Steve Biddulph']"
9316,3rd Degree,"James Patterson, Andrew Gross",2,"['B002V0QXNK', 'B007XIDNMY']",2,"['Carolyn McCormick', 'Pat Starr']"
9322,Watcher in the Woods,Kelley Armstrong,2,"['1250315794', '0385693451']",2,"['Therese Plummer', 'Thérèse Plummer']"
9332,Young Men and Fire,Norman Maclean,2,"['B072HZG294', 'B002V1CO46']",2,"['Corey M. Snow', 'John MacLean']"
9334,Palace Council,Stephen L. Carter,2,"['B002VACNM0', 'B002V5BMX6']",2,"['Dominic Hoffman', 'Mirron Willis']"
9336,31 Days,Barry Werth,2,"['B002V1CG7G', 'B002V57WSU']",2,"['J. R. Horne', 'Robertson Dean']"
9338,Palace of Treason,Jason Matthews,2,"['B00UW6Z21Y', 'B00YI7C5SQ']",2,"['Jeremy Bobb', 'Jennifer Vuletic']"
9352,419,Will Ferguson,2,"['B00G2J37JY', 'B00EZSTP4A']",2,"['Stephanie Cannon', 'Pete Bradbury']"
9358,4th of July,"James Patterson, Maxine Paetro",2,"['B002V1C0EU', 'B007XHMOH0']",2,"['Carolyn McCormick', 'Pat Starr']"
9360,My First Summer in the Sierra,John Muir,2,"['B071SG8LKQ', 'B006PFY9YW']",2,"['Brett Barry', 'Barry Press']"
9363,My Favourite Goodbye,Sheila O'Flanagan,2,"['B0041HADGE', 'B07C63Y4FD']",2,"['Frances Tomelty', 'Aoife McMahon']"
9364,Rain Gods,James Lee Burke,2,"['B002VAEP26', 'B003C24QNK']",2,"['Will Patton', 'Tom Stechschulte']"
9384,"My Father, My President",Doro Bush Koch,2,"['B00GB9YA5K', 'B002VA9UPS']",2,"['Doro Bush Koch', 'Marianne Fraulo']"
9390,Watching the Dark,Peter Robinson,2,"['B009ROS3LI', 'B00915T9UM']",2,"['Simon Slater', 'Simon Prebble']"
9396,Over the Top,Arthur Guy Empey,2,"['B00CX3FIQS', 'B077SRQ4F2']",2,"['Lawrence Skinner', 'Joe Barrett']"
9399,A Lady Cyclist's Guide to Kashgar,Suzanne Joinson,2,"['B0083JNAYI', 'B008K7S6MO']",2,"['Tania Rodrigues', 'Susan Duerden']"
9401,A Lady of High Regard,Tracie Peterson,2,"['B002V1A5Y2', 'B002V1AB9Q']",2,"['Barbara Caruso', 'Judith West']"
9403,A Lady of Quality,Frances Hodgson Burnett,2,"['B00P1NCO0A', 'B07NS55281']",2,"['Helen Smith', 'Laurie Klein']"
9405,A Room Full of Bones,Elly Griffiths,2,"['B007JINBIY', 'B007ZSRZGC']",2,"['Jane McDowell', 'Clare Corbett']"
9407,A Lady's Guide to Gossip and Murder,Dianne Freeman,2,"['1684417619', '1528867602']",2,"['Sarah Zimmerman', 'Karen Cass']"
9409,Price of Duty,Dale Brown,2,"['B06Y3M2475', 'B077NNJBJK']",2,"['Jeff Harding', 'MacLeod Andrews']"
9411,Playing for Keeps,David Halberstam,2,"['0525643664', 'B077XK3J41']",2,"['Richard M. Davidson', 'J. D. Jackson']"
9413,A River in the Sky,Elizabeth Peters,2,"['B003DO2URQ', 'B004PBQ5JU']",2,"['Barbara Rosenblat', 'Karen Cass']"
9420,A King's Ransom,James Grippando,2,"['B01F9P8VLA', 'B002V5GZMO']",2,"['John Bedford Lloyd', 'George Guidall']"
9423,Notes from an Exhibition,Patrick Gale,2,"['B002UZNG4U', 'B01N7D41AK']",2,"['Steven Pacey', 'Joan Walker']"
9424,Night Train to Lisbon,Pascal Mercier,2,"['B006RIBO40', 'B0036KSNZU']",2,"['Sean Barrett', 'David Colacci']"
9425,A Killing in the Hills,Julia Keller,2,"['B0090C7458', 'B00B8AFUZ6']",2,"['Regina Reagan', 'Shannon McManus']"
9427,Play On,Jeff Bercovici,2,"['B07K3614LR', 'B07CHT63CQ']",2,"['Adam Sims', 'Chris Sorensen']"
9428,Night Train to Memphis,Elizabeth Peters,2,"['B002V5B93O', 'B002V1OW5K']",2,"['Grace Conlin', 'Barbara Rosenblat']"
9430,A Knight of the Word,Terry Brooks,2,"['B06X1GNZ7S', 'B077XNF8QC']",2,"['Mark Deakins', 'George K. Wilson']"
9431,A Kingdom Besieged,Raymond E. Feist,2,"['B004V9FE2A', 'B004Q7A4Z4']",2,"['John Meagher', 'Peter Joyce']"
9432,A Rule Against Murder,Louise Penny,2,"['B019S3LTVI', 'B00KIWUCTY']",2,"['Adam Sims', 'Ralph Cosham']"
9436,Night Whispers,Erin Hunter,2,"['B004BGD3J4', '0062977911']",2,"['Kathleen McInerney', 'MacLeod Andrews']"
9440,A Rising Man,Abir Mukherjee,2,"['B01ES46ZJS', 'B071F9SMRZ']",2,"['Malk Williams', 'Simon Bubb']"
